time,seconds_elapsed,z,y,x
1714824508168710000,3.5197099609375,-0.1356499949395656,0.0412589159749448,0.0020132029859349
1714824508178762000,3.529761962890625,-0.1040805521994829,0.0129459177475422,-0.0458618797257542
1714824508188813000,3.53981298828125,-0.0612549714297056,-0.0140311557009816,-0.0885235203717835
1714824508198864000,3.54986376953125,-0.0392301866263151,-0.0161706519477069,-0.0740755731639917
1714824508208916200,3.559916259765625,-0.0311216989725828,-0.0304609700415283,-0.0599788870792835
1714824508218967000,3.569967041015625,-0.0228039524823427,-0.0557972174804657,-0.0417303876779042
1714824508229018000,3.58001806640625,-0.0157750767588615,-0.0458344802621752,0.0171328845759853
1714824508239070200,3.5900703125,-0.0626157383888959,-0.0337110578786581,0.0596948551066685
1714824508249121300,3.600121337890625,-0.1224889000713825,-0.0359205506216734,0.0523213945960625
1714824508259172000,3.610172119140625,-0.1605886213630437,-0.0264577257495373,0.0339669688684865
1714824508269224200,3.62022412109375,-0.1862269204884767,0.0029268472321331,0.0408623087396379
1714824508279275300,3.630275146484375,-0.19905191527009,0.0230543470468372,0.0325710666638333
1714824508289326000,3.640326171875,-0.1845154403954744,0.0203616008315235,0.025741248043254
1714824508299378200,3.650378173828125,-0.1496358501940965,0.0202647893935441,-1.98737442493e-05
1714824508309429200,3.66042919921875,-0.121182493647933,0.013237667235732,-0.0546497918778564
1714824508319480000,3.67047998046875,-0.0705202279031276,-0.0119005003478378,-0.0639273689767345
1714824508329532200,3.6805322265625,-0.0253168120861053,-0.0358467547331005,-0.0455791903268545
1714824508339583200,3.690583251953125,-0.016592822882533,-0.0368701064314693,-0.0277051959268283
1714824508349634000,3.700634033203125,-0.0331675255864858,-0.0363197790723294,-0.0074607826010324
1714824508359686100,3.71068603515625,-0.0461801518946886,-0.0342042482230812,0.0321066822887863
1714824508369737200,3.7207373046875,-0.0312128843873739,-0.0373256681792438,0.0158208521293476
1714824508379788300,3.730788330078125,-0.026167875957489,-0.0333201588649302,-0.0095467585622332
1714824508389840100,3.740840087890625,-0.0783335320025682,-0.0270716929294168,-0.0192849115107208
1714824508399891200,3.75089111328125,-0.0816407568544149,-0.0262322464305907,-0.0249618520354386
1714824508409942300,3.7609423828125,-0.1017711062133312,-0.0418195455323904,-0.0352446423877961
1714824508419994000,3.770994140625,-0.0859568664878606,-0.036809023893997,-0.0221788793865591
1714824508430045200,3.781045166015625,-0.013784195202589,-0.0321785145491361,0.009879908639891
1714824508440096300,3.79109619140625,0.0026297639816999,-0.026743556953594,0.0047093741341959
1714824508450148000,3.801148193359375,-0.0481476525753736,-0.0220459006566554,-0.0220472523635253
1714824508460199200,3.81119921875,-0.0872621038675308,-0.0127099900998175,-0.0276693026295397
1714824508470250200,3.821250244140625,-0.0571153874069452,-0.0013372399531304,-0.0583274666104465
1714824508480302000,3.831302001953125,-0.0464221439570188,-0.0113241617646068,-0.0479716384213417
1714824508490353200,3.841353271484375,-0.0337748438298702,0.0060560851685702,0.0056620991486124
1714824508500404200,3.851404296875,-0.0595803162157535,0.0239798643939197,0.0600399787499103
1714824508510456000,3.8614560546875,-0.0735252549380063,0.0252012228824198,0.0673079330594278
1714824508520507100,3.871507080078125,-0.0888385594040155,0.026659678062424,0.0290804480690974
1714824508530558200,3.88155810546875,-0.1016173769563436,0.0161124920196831,-0.0031008886247873
1714824508540610000,3.891610107421875,-0.1174041441529989,0.013137860123068,-0.0147350935861002
1714824508550661000,3.9016611328125,-0.1059896006911993,-0.0066010057002305,-0.0288613710914738
1714824508560712200,3.911712158203125,-0.1076075572818517,-0.000933335327357,-0.0213497259528841
1714824508570764000,3.921763916015625,-0.1033873092383146,0.0013692425265908,0.0202934035666752
1714824508580815000,3.931815185546875,-0.0854068313896656,0.0189938926748931,0.0364545935662928
1714824508590866200,3.9418662109375,-0.0695335549533367,0.0065949412856251,0.009675782636227
1714824508600918000,3.95191796875,-0.0483668482840061,0.0100623251352459,-0.0303386223034933
1714824508610969000,3.961968994140625,-0.0222281984210014,-0.0069183280210942,-0.060637341854861
1714824508621020200,3.972020263671875,-0.037827918612957,-0.0110597386747598,-0.0103815014864783
1714824508631072000,3.982072021484375,-0.0708247638076543,0.0088534608021378,0.0851944764137733
1714824508641123000,3.992123046875,-0.0631745413154363,0.0136379916649311,0.1573988488784059
1714824508651174100,4.002174072265625,-0.0423953726589679,-0.0002169306863099,0.1289961082746274
1714824508661226200,4.012226318359375,-0.003015548428893,-0.0290851516436785,0.0697076968106906
1714824508671277000,4.022277099609375,0.0357119493722915,-0.0664440645053982,0.017548991096206
1714824508681328000,4.032328125,0.1010690954238176,-0.1063568996336311,-0.0323693974787369
1714824508691380200,4.042380126953125,0.1195575227946043,-0.0893392754677683,-0.060015593227325
1714824508701431300,4.052431396484375,0.0608498977601528,-0.049782925627008,-0.0753019000885542
1714824508711482000,4.062482177734375,-0.0657359162360429,-0.0170005269005894,-0.0775353764953557
1714824508721534200,4.0725341796875,-0.1715115819156169,0.0356276320897042,-0.0388311865045223
1714824508731585300,4.082585205078125,-0.1893143651098013,0.0548329755581915,-0.0089876542415935
1714824508741636400,4.09263623046875,-0.1605178942143917,0.059330944564566,0.0193230150314047
1714824508751688200,4.102688232421875,-0.0041805005550384,0.0340428471162915,0.0151958429656457
